,aspergillus_flavus,aspergillus_nidulans,aspergillus_niger,blumeria_graminis,botrytis_cinerea,candida_albicans,coccidioides_posadasii,colletotrichum_higginsianum,cryptococcus_neoformans,saccharomyces_cerevisiae,schizosaccharomyces_pombe,trichoderma_reseei,verticillium_dahliae,yarrowia_lipolytica,zymoseptoria_tritici,fusarium_graminearum,trichophyton_rubrum,ustilago_maydis,fusarium_oxysporum,gaeumannomyces_graminis,grosmannia_clavigera,kluyveromyces_lactis,magnaporthe_oryzae,neurospora_crassa,pichia_membranifaciens,tuber_melanosporum
228,0.4791666667,0.49,0.45,0.4176470588,0.5,0.1807228916,0.6015873016,0.28,0.1857142857,0.2,0.4916666667,0.5319148936,0.658490566,0.0468085106,0.38,0.3666666667,0.26,0.2777777778,0.4352941176,0.4789473684,0.4904761905,0.2157894737,0.5170731707,0.62,0.0754385965,0.4862068966
229,0.475,0.48,0.4444444444,0.4235294118,0.4714285714,0.1819277108,0.6047619048,0.24,0.1785714286,0.1905660377,0.4791666667,0.5212765957,0.6377358491,0.0510638298,0.38,0.38,0.28,0.2698412698,0.4529411765,0.4736842105,0.4746031746,0.2105263158,0.5243902439,0.608,0.0701754386,0.4862068966
230,0.4541666667,0.47,0.4333333333,0.4352941176,0.5047619048,0.1759036145,0.6,0.22,0.175,0.1830188679,0.4625,0.5255319149,0.6132075472,0.0531914894,0.34,0.38,0.29,0.2777777778,0.4294117647,0.5,0.4841269841,0.2184210526,0.4902439024,0.612,0.0736842105,0.4896551724
231,0.425,0.445,0.4444444444,0.4294117647,0.5238095238,0.1734939759,0.6079365079,0.28,0.1821428571,0.1830188679,0.4916666667,0.5191489362,0.6094339623,0.0510638298,0.32,0.3933333333,0.26,0.2777777778,0.4294117647,0.5105263158,0.4666666667,0.2105263158,0.4853658537,0.624,0.0701754386,0.5103448276
232,0.3916666667,0.43,0.4666666667,0.4411764706,0.4761904762,0.1795180723,0.6095238095,0.22,0.1928571429,0.1849056604,0.4791666667,0.5425531915,0.6018867925,0.0489361702,0.31,0.3666666667,0.23,0.2936507937,0.4117647059,0.5052631579,0.4587301587,0.2210526316,0.4829268293,0.656,0.0736842105,0.5103448276
233,0.4416666667,0.42,0.4722222222,0.4235294118,0.4857142857,0.1710843373,0.6158730159,0.24,0.2,0.1830188679,0.4708333333,0.5638297872,0.5679245283,0.0425531915,0.34,0.3866666667,0.22,0.2888888889,0.4117647059,0.4736842105,0.4555555556,0.2131578947,0.4707317073,0.676,0.0771929825,0.5344827586
234,0.4583333333,0.42,0.5,0.4294117647,0.4857142857,0.1662650602,0.5888888889,0.26,0.1857142857,0.1773584906,0.4833333333,0.5468085106,0.5849056604,0.0382978723,0.36,0.3933333333,0.25,0.3047619048,0.4117647059,0.4631578947,0.4682539683,0.2157894737,0.4804878049,0.652,0.0684210526,0.5275862069
235,0.4458333333,0.43,0.4722222222,0.4411764706,0.4857142857,0.1710843373,0.5857142857,0.28,0.175,0.1924528302,0.4729166667,0.529787234,0.5641509434,0.0382978723,0.37,0.3866666667,0.26,0.2920634921,0.4117647059,0.4473684211,0.4507936508,0.2157894737,0.4731707317,0.66,0.0684210526,0.5413793103
236,0.4375,0.425,0.45,0.4470588235,0.4952380952,0.1795180723,0.5666666667,0.24,0.175,0.1830188679,0.4729166667,0.5191489362,0.5358490566,0.0340425532,0.36,0.3666666667,0.25,0.3095238095,0.3882352941,0.4789473684,0.4634920635,0.2105263158,0.4707317073,0.66,0.0736842105,0.5172413793
237,0.4458333333,0.405,0.4166666667,0.4235294118,0.4666666667,0.1734939759,0.5587301587,0.2,0.1642857143,0.1716981132,0.4791666667,0.514893617,0.5283018868,0.0361702128,0.32,0.3666666667,0.24,0.3174603175,0.3823529412,0.4894736842,0.4634920635,0.2078947368,0.4658536585,0.636,0.0754385965,0.5034482759
238,0.4375,0.405,0.3888888889,0.4,0.4714285714,0.1759036145,0.5412698413,0.18,0.1535714286,0.1547169811,0.46875,0.5063829787,0.5320754717,0.029787234,0.36,0.3466666667,0.24,0.3222222222,0.3823529412,0.4736842105,0.4603174603,0.2052631579,0.4341463415,0.636,0.0807017544,0.4896551724
239,0.4208333333,0.405,0.3888888889,0.4117647059,0.4714285714,0.1674698795,0.5285714286,0.2,0.1535714286,0.1622641509,0.4729166667,0.5063829787,0.5188679245,0.0255319149,0.37,0.38,0.23,0.3206349206,0.3411764706,0.4578947368,0.4793650794,0.2078947368,0.4243902439,0.624,0.0754385965,0.5034482759
240,0.4375,0.405,0.3944444444,0.4294117647,0.4476190476,0.1734939759,0.5253968254,0.2,0.15,0.1603773585,0.4645833333,0.4787234043,0.5132075472,0.0234042553,0.41,0.3533333333,0.22,0.3222222222,0.3411764706,0.4105263158,0.4777777778,0.1973684211,0.4341463415,0.64,0.0842105263,0.4965517241
241,0.4291666667,0.405,0.4111111111,0.4117647059,0.4571428571,0.178313253,0.519047619,0.14,0.1464285714,0.1547169811,0.43125,0.4936170213,0.4981132075,0.0212765957,0.43,0.3266666667,0.23,0.326984127,0.3588235294,0.4,0.4920634921,0.1973684211,0.4390243902,0.616,0.0842105263,0.4793103448
242,0.4458333333,0.435,0.3944444444,0.4058823529,0.4666666667,0.1819277108,0.5253968254,0.16,0.125,0.1566037736,0.4458333333,0.485106383,0.4924528302,0.0191489362,0.48,0.3133333333,0.23,0.3111111111,0.3764705882,0.4315789474,0.4952380952,0.1842105263,0.4390243902,0.576,0.0807017544,0.4620689655
243,0.4166666667,0.44,0.3666666667,0.4117647059,0.4380952381,0.1819277108,0.5111111111,0.14,0.1035714286,0.1698113208,0.4416666667,0.4978723404,0.4981132075,0.0170212766,0.47,0.2933333333,0.2,0.3015873016,0.3647058824,0.4473684211,0.4857142857,0.1789473684,0.4536585366,0.568,0.0789473684,0.4482758621
244,0.3958333333,0.46,0.3611111111,0.3882352941,0.4333333333,0.1831325301,0.5126984127,0.12,0.1107142857,0.1735849057,0.4520833333,0.4893617021,0.4735849057,0.014893617,0.46,0.32,0.19,0.2761904762,0.3764705882,0.4315789474,0.4650793651,0.1842105263,0.456097561,0.56,0.0842105263,0.4310344828
245,0.3875,0.465,0.3444444444,0.3647058824,0.4095238095,0.1734939759,0.526984127,0.1,0.1214285714,0.1679245283,0.4729166667,0.5170212766,0.4886792453,0.014893617,0.44,0.3466666667,0.2,0.273015873,0.3411764706,0.4789473684,0.4555555556,0.1947368421,0.4585365854,0.564,0.0842105263,0.4517241379
246,0.3958333333,0.455,0.3388888889,0.3529411765,0.4428571429,0.1698795181,0.5222222222,0.14,0.1214285714,0.1660377358,0.46875,0.5319148936,0.4962264151,0.0212765957,0.43,0.36,0.23,0.2507936508,0.3352941176,0.4684210526,0.4523809524,0.1921052632,0.4463414634,0.532,0.0842105263,0.4586206897
247,0.4208333333,0.455,0.3833333333,0.3823529412,0.4619047619,0.1698795181,0.5380952381,0.14,0.1285714286,0.1603773585,0.4708333333,0.5170212766,0.5018867925,0.0191489362,0.42,0.36,0.26,0.2396825397,0.3470588235,0.4631578947,0.4444444444,0.1973684211,0.4585365854,0.52,0.0842105263,0.4310344828
248,0.4166666667,0.435,0.3888888889,0.3764705882,0.4619047619,0.1759036145,0.553968254,0.22,0.1357142857,0.1566037736,0.48125,0.529787234,0.4849056604,0.0170212766,0.39,0.3533333333,0.26,0.2365079365,0.3235294118,0.4894736842,0.4682539683,0.1868421053,0.4609756098,0.496,0.0842105263,0.4344827586
249,0.4166666667,0.445,0.4055555556,0.3588235294,0.480952381,0.1807228916,0.5380952381,0.22,0.1535714286,0.158490566,0.4958333333,0.5361702128,0.5075471698,0.014893617,0.39,0.3533333333,0.27,0.2253968254,0.3352941176,0.4894736842,0.4476190476,0.1763157895,0.4682926829,0.496,0.0894736842,0.424137931
250,0.3875,0.435,0.4,0.3470588235,0.480952381,0.1722891566,0.5111111111,0.26,0.1678571429,0.1509433962,0.4958333333,0.5595744681,0.5094339623,0.0127659574,0.35,0.3733333333,0.27,0.2111111111,0.3117647059,0.4947368421,0.4412698413,0.1894736842,0.4536585366,0.472,0.0736842105,0.4275862069
251,0.4,0.43,0.4055555556,0.3529411765,0.4761904762,0.1734939759,0.5047619048,0.32,0.1571428571,0.1528301887,0.4979166667,0.5446808511,0.5150943396,0.0255319149,0.31,0.4066666667,0.28,0.2,0.2941176471,0.5052631579,0.4333333333,0.2,0.4487804878,0.504,0.0824561404,0.4310344828
252,0.3875,0.425,0.4055555556,0.3352941176,0.4952380952,0.1614457831,0.4873015873,0.34,0.1678571429,0.1471698113,0.4854166667,0.5553191489,0.5113207547,0.0234042553,0.23,0.4133333333,0.29,0.1888888889,0.3058823529,0.4631578947,0.4333333333,0.2052631579,0.4341463415,0.512,0.0964912281,0.4517241379
253,0.3875,0.43,0.45,0.3470588235,0.5142857143,0.156626506,0.480952381,0.32,0.175,0.1509433962,0.48125,0.5255319149,0.5226415094,0.0255319149,0.21,0.38,0.31,0.2,0.2823529412,0.4631578947,0.4253968254,0.2131578947,0.4487804878,0.476,0.098245614,0.4275862069
254,0.375,0.385,0.4611111111,0.3588235294,0.5047619048,0.1469879518,0.5063492063,0.3,0.1821428571,0.1528301887,0.4604166667,0.5319148936,0.5150943396,0.0276595745,0.2,0.3266666667,0.28,0.2031746032,0.2764705882,0.5,0.4222222222,0.1894736842,0.4487804878,0.48,0.0929824561,0.4586206897
255,0.3791666667,0.395,0.5055555556,0.4058823529,0.5095238095,0.1542168675,0.4873015873,0.36,0.175,0.1471698113,0.425,0.5382978723,0.5056603774,0.0319148936,0.17,0.2933333333,0.29,0.2063492063,0.2823529412,0.4684210526,0.4428571429,0.1815789474,0.4634146341,0.456,0.0859649123,0.4379310345
256,0.35,0.405,0.5111111111,0.4117647059,0.5,0.1554216867,0.4857142857,0.34,0.1678571429,0.1471698113,0.40625,0.529787234,0.4905660377,0.029787234,0.19,0.28,0.27,0.2111111111,0.2764705882,0.4526315789,0.4301587302,0.2026315789,0.4634146341,0.476,0.0824561404,0.4275862069
257,0.3125,0.4,0.5,0.3823529412,0.4952380952,0.1614457831,0.4650793651,0.44,0.1571428571,0.1452830189,0.3979166667,0.5234042553,0.4962264151,0.0276595745,0.22,0.2866666667,0.25,0.2142857143,0.2529411765,0.4421052632,0.4222222222,0.1921052632,0.4756097561,0.484,0.0807017544,0.4448275862
258,0.3208333333,0.415,0.4722222222,0.3823529412,0.4904761905,0.1554216867,0.4603174603,0.36,0.1571428571,0.1490566038,0.39375,0.514893617,0.5018867925,0.029787234,0.27,0.3133333333,0.21,0.2095238095,0.3,0.4105263158,0.3984126984,0.1842105263,0.4975609756,0.476,0.0789473684,0.4448275862
259,0.3125,0.385,0.4666666667,0.3823529412,0.5,0.1542168675,0.4571428571,0.32,0.1464285714,0.1452830189,0.35,0.5106382979,0.4867924528,0.0340425532,0.27,0.28,0.18,0.2126984127,0.2941176471,0.4,0.4,0.2,0.487804878,0.496,0.0789473684,0.4275862069
260,0.3125,0.375,0.4555555556,0.3882352941,0.5047619048,0.1554216867,0.4666666667,0.3,0.1285714286,0.1490566038,0.3458333333,0.5191489362,0.4811320755,0.0340425532,0.29,0.2666666667,0.18,0.2174603175,0.2882352941,0.3894736842,0.3904761905,0.1842105263,0.4804878049,0.484,0.0771929825,0.4034482759
261,0.3166666667,0.365,0.4333333333,0.3764705882,0.5047619048,0.1578313253,0.4746031746,0.24,0.1285714286,0.1509433962,0.3416666667,0.5574468085,0.4754716981,0.0212765957,0.35,0.22,0.17,0.2111111111,0.2764705882,0.4,0.3904761905,0.1526315789,0.4707317073,0.44,0.0684210526,0.3862068966
262,0.3208333333,0.345,0.4166666667,0.3941176471,0.4952380952,0.156626506,0.4777777778,0.26,0.1214285714,0.1547169811,0.3354166667,0.5382978723,0.4754716981,0.0255319149,0.39,0.24,0.15,0.2206349206,0.2588235294,0.4105263158,0.3793650794,0.1447368421,0.4853658537,0.416,0.0578947368,0.3931034483
263,0.3375,0.34,0.3777777778,0.4,0.4952380952,0.1602409639,0.4873015873,0.26,0.1071428571,0.1377358491,0.34375,0.5489361702,0.4490566038,0.0255319149,0.4,0.26,0.16,0.219047619,0.2823529412,0.4473684211,0.3793650794,0.1368421053,0.4585365854,0.432,0.0561403509,0.4206896552
264,0.3375,0.37,0.3722222222,0.4117647059,0.4904761905,0.1662650602,0.4571428571,0.28,0.0928571429,0.1377358491,0.3416666667,0.5489361702,0.4509433962,0.0276595745,0.4,0.28,0.21,0.2301587302,0.2529411765,0.4315789474,0.3873015873,0.15,0.4609756098,0.44,0.0596491228,0.4
265,0.3333333333,0.325,0.3888888889,0.3941176471,0.480952381,0.1590361446,0.4698412698,0.24,0.1035714286,0.1433962264,0.3479166667,0.5340425532,0.4735849057,0.0276595745,0.42,0.3066666667,0.2,0.2238095238,0.2470588235,0.4421052632,0.380952381,0.1394736842,0.4536585366,0.44,0.0614035088,0.4137931034
266,0.3625,0.3,0.3888888889,0.3823529412,0.4666666667,0.1445783133,0.4587301587,0.22,0.1035714286,0.1377358491,0.3520833333,0.5468085106,0.4867924528,0.0276595745,0.39,0.2866666667,0.21,0.2253968254,0.2588235294,0.4315789474,0.3682539683,0.1210526316,0.4634146341,0.42,0.0578947368,0.4137931034
267,0.3458333333,0.32,0.3833333333,0.3823529412,0.4619047619,0.1337349398,0.4666666667,0.14,0.1107142857,0.141509434,0.35625,0.5553191489,0.4849056604,0.029787234,0.37,0.3133333333,0.22,0.2174603175,0.2588235294,0.4526315789,0.3619047619,0.1236842105,0.4365853659,0.432,0.0561403509,0.4034482759
268,0.3208333333,0.31,0.4277777778,0.3764705882,0.4333333333,0.1289156627,0.4412698413,0.14,0.125,0.1396226415,0.3479166667,0.5595744681,0.4660377358,0.029787234,0.36,0.2733333333,0.24,0.2174603175,0.2352941176,0.4421052632,0.3650793651,0.1473684211,0.3951219512,0.472,0.0561403509,0.3965517241
269,0.3166666667,0.315,0.4055555556,0.3764705882,0.3857142857,0.1228915663,0.4650793651,0.16,0.1142857143,0.1301886792,0.36875,0.5446808511,0.4603773585,0.0276595745,0.37,0.3,0.25,0.2158730159,0.2352941176,0.4421052632,0.3682539683,0.1421052632,0.3975609756,0.448,0.0596491228,0.4034482759
270,0.3166666667,0.34,0.4444444444,0.3352941176,0.3952380952,0.1156626506,0.4825396825,0.14,0.1107142857,0.1301886792,0.3729166667,0.5382978723,0.4716981132,0.0319148936,0.34,0.3133333333,0.26,0.219047619,0.2470588235,0.4315789474,0.373015873,0.1526315789,0.4268292683,0.476,0.0614035088,0.4310344828
271,0.2875,0.37,0.4611111111,0.3411764706,0.380952381,0.1,0.4682539683,0.18,0.1107142857,0.1226415094,0.3833333333,0.5063829787,0.4716981132,0.0340425532,0.31,0.32,0.25,0.219047619,0.2470588235,0.4210526316,0.3698412698,0.1710526316,0.4317073171,0.488,0.0596491228,0.4344827586
272,0.2833333333,0.375,0.45,0.3352941176,0.3476190476,0.1024096386,0.4825396825,0.12,0.1107142857,0.1169811321,0.3958333333,0.5042553191,0.4679245283,0.029787234,0.3,0.3066666667,0.25,0.2095238095,0.2470588235,0.4210526316,0.3682539683,0.1736842105,0.4292682927,0.488,0.0578947368,0.4103448276
273,0.2666666667,0.355,0.5055555556,0.3411764706,0.3523809524,0.0951807229,0.4777777778,0.16,0.1178571429,0.1169811321,0.38125,0.4872340426,0.4698113208,0.0276595745,0.29,0.2933333333,0.25,0.2063492063,0.2411764706,0.3947368421,0.3777777778,0.1710526316,0.4390243902,0.496,0.0561403509,0.3931034483
274,0.2708333333,0.335,0.5055555556,0.3058823529,0.3428571429,0.0879518072,0.4904761905,0.18,0.1285714286,0.1037735849,0.39375,0.4978723404,0.4735849057,0.0319148936,0.3,0.3133333333,0.24,0.1984126984,0.2588235294,0.3736842105,0.3714285714,0.1552631579,0.4268292683,0.484,0.0561403509,0.3896551724
275,0.2791666667,0.395,0.4777777778,0.2705882353,0.3619047619,0.0879518072,0.4873015873,0.22,0.1107142857,0.1018867925,0.4020833333,0.4872340426,0.4377358491,0.029787234,0.33,0.28,0.21,0.1936507937,0.2764705882,0.3631578947,0.3714285714,0.1631578947,0.4073170732,0.492,0.0561403509,0.3620689655
276,0.2791666667,0.41,0.45,0.2823529412,0.3619047619,0.1012048193,0.5,0.22,0.125,0.1113207547,0.4020833333,0.4638297872,0.4339622642,0.0319148936,0.35,0.2866666667,0.2,0.1841269841,0.2823529412,0.3631578947,0.3841269841,0.1631578947,0.3975609756,0.544,0.0578947368,0.3655172414
277,0.3,0.405,0.4222222222,0.2823529412,0.3476190476,0.1012048193,0.5031746032,0.2,0.1285714286,0.1075471698,0.39375,0.4638297872,0.4245283019,0.0361702128,0.34,0.2533333333,0.19,0.1746031746,0.2588235294,0.3315789474,0.419047619,0.1631578947,0.4146341463,0.528,0.0561403509,0.3448275862
278,0.3208333333,0.41,0.3944444444,0.2764705882,0.3571428571,0.0963855422,0.526984127,0.26,0.1107142857,0.0981132075,0.3979166667,0.4489361702,0.4490566038,0.0340425532,0.3,0.2466666667,0.18,0.1714285714,0.2470588235,0.3263157895,0.4206349206,0.1447368421,0.4268292683,0.484,0.0561403509,0.3275862069
279,0.3583333333,0.41,0.4277777778,0.2882352941,0.3619047619,0.0939759036,0.5158730159,0.26,0.1285714286,0.1018867925,0.375,0.4574468085,0.4396226415,0.0340425532,0.27,0.24,0.2,0.1698412698,0.2352941176,0.3473684211,0.4142857143,0.1473684211,0.4146341463,0.496,0.050877193,0.3206896552
280,0.3541666667,0.425,0.3777777778,0.3,0.3380952381,0.0987951807,0.5063492063,0.26,0.1285714286,0.0962264151,0.3708333333,0.4617021277,0.4245283019,0.0404255319,0.29,0.2533333333,0.2,0.1634920635,0.2294117647,0.3684210526,0.4079365079,0.1394736842,0.387804878,0.484,0.0561403509,0.2965517241
281,0.375,0.395,0.3555555556,0.2764705882,0.3428571429,0.0975903614,0.4936507937,0.24,0.1285714286,0.0981132075,0.3541666667,0.4489361702,0.4094339623,0.0382978723,0.31,0.2666666667,0.21,0.1761904762,0.2294117647,0.3789473684,0.4015873016,0.1342105263,0.387804878,0.48,0.0649122807,0.3
282,0.3875,0.41,0.3666666667,0.2823529412,0.3761904762,0.0951807229,0.4857142857,0.26,0.1214285714,0.0886792453,0.3416666667,0.4340425532,0.4056603774,0.0382978723,0.31,0.2466666667,0.25,0.1857142857,0.2294117647,0.3842105263,0.4079365079,0.1289473684,0.3829268293,0.488,0.0701754386,0.2827586207
283,0.3791666667,0.425,0.3222222222,0.2647058824,0.3666666667,0.0987951807,0.4968253968,0.24,0.1178571429,0.0981132075,0.3375,0.4489361702,0.3924528302,0.0404255319,0.34,0.2666666667,0.23,0.1904761905,0.2352941176,0.3473684211,0.419047619,0.1368421053,0.3634146341,0.48,0.0736842105,0.275862069
284,0.3791666667,0.445,0.3055555556,0.2882352941,0.3904761905,0.1024096386,0.4857142857,0.2,0.1035714286,0.1,0.3395833333,0.4425531915,0.4037735849,0.0361702128,0.31,0.24,0.2,0.180952381,0.2176470588,0.3894736842,0.4253968254,0.1473684211,0.3390243902,0.492,0.0701754386,0.2517241379
285,0.3666666667,0.395,0.2888888889,0.3,0.3714285714,0.1048192771,0.5031746032,0.18,0.1178571429,0.1094339623,0.33125,0.4340425532,0.4132075472,0.0340425532,0.28,0.2666666667,0.22,0.180952381,0.1941176471,0.3736842105,0.4365079365,0.1368421053,0.3585365854,0.5,0.0719298246,0.2586206897
286,0.35,0.42,0.3,0.2705882353,0.3523809524,0.1012048193,0.5,0.2,0.1035714286,0.1,0.3354166667,0.4404255319,0.4056603774,0.0319148936,0.26,0.2533333333,0.22,0.173015873,0.1882352941,0.3684210526,0.4238095238,0.1263157895,0.3536585366,0.444,0.0701754386,0.2517241379
287,0.3333333333,0.39,0.3111111111,0.2823529412,0.3857142857,0.0975903614,0.5,0.24,0.0892857143,0.1,0.35625,0.4659574468,0.4150943396,0.0276595745,0.27,0.2533333333,0.25,0.173015873,0.1882352941,0.3947368421,0.4015873016,0.1289473684,0.3414634146,0.42,0.0789473684,0.2655172414
288,0.3416666667,0.4,0.3333333333,0.3,0.3857142857,0.0975903614,0.480952381,0.24,0.1035714286,0.1018867925,0.3541666667,0.4638297872,0.3905660377,0.0319148936,0.26,0.2733333333,0.28,0.1619047619,0.1764705882,0.3842105263,0.4015873016,0.1289473684,0.3341463415,0.428,0.0877192982,0.2827586207
289,0.3,0.395,0.3055555556,0.2823529412,0.3857142857,0.1012048193,0.4682539683,0.24,0.0964285714,0.1018867925,0.36875,0.4425531915,0.3962264151,0.029787234,0.27,0.2533333333,0.28,0.1587301587,0.1882352941,0.3894736842,0.3952380952,0.1210526316,0.3390243902,0.404,0.0824561404,0.2793103448
290,0.2958333333,0.375,0.3166666667,0.2823529412,0.3857142857,0.1012048193,0.4682539683,0.28,0.0928571429,0.1056603774,0.375,0.4276595745,0.3962264151,0.0212765957,0.26,0.2133333333,0.26,0.1603174603,0.1823529412,0.3789473684,0.3920634921,0.1210526316,0.3487804878,0.396,0.0736842105,0.2793103448
291,0.275,0.365,0.3222222222,0.2882352941,0.380952381,0.1012048193,0.473015873,0.26,0.0892857143,0.1037735849,0.3833333333,0.4170212766,0.4018867925,0.0255319149,0.23,0.1733333333,0.27,0.1476190476,0.1823529412,0.3736842105,0.3873015873,0.1131578947,0.3414634146,0.38,0.0684210526,0.2724137931
292,0.2666666667,0.35,0.3388888889,0.2823529412,0.3952380952,0.1108433735,0.453968254,0.24,0.0892857143,0.1018867925,0.3854166667,0.4446808511,0.3886792453,0.029787234,0.22,0.1933333333,0.25,0.1380952381,0.1647058824,0.3947368421,0.3888888889,0.1105263158,0.3268292683,0.372,0.0614035088,0.2793103448
293,0.2666666667,0.33,0.3777777778,0.2764705882,0.3857142857,0.1144578313,0.4444444444,0.22,0.0928571429,0.0943396226,0.3854166667,0.4255319149,0.3962264151,0.0319148936,0.19,0.18,0.27,0.1238095238,0.1470588235,0.4210526316,0.373015873,0.1052631579,0.3487804878,0.376,0.0561403509,0.2724137931
294,0.275,0.3,0.4,0.2823529412,0.3476190476,0.1156626506,0.4333333333,0.3,0.1035714286,0.0905660377,0.36875,0.4042553191,0.3811320755,0.0276595745,0.17,0.1866666667,0.29,0.126984127,0.1470588235,0.3947368421,0.3650793651,0.0973684211,0.3829268293,0.368,0.0561403509,0.3
295,0.2625,0.3,0.3777777778,0.3058823529,0.3380952381,0.1180722892,0.419047619,0.26,0.1,0.0811320755,0.3604166667,0.4063829787,0.3773584906,0.0276595745,0.2,0.1733333333,0.28,0.1365079365,0.1529411765,0.4157894737,0.346031746,0.1105263158,0.3634146341,0.34,0.049122807,0.3310344828
296,0.2541666667,0.25,0.3777777778,0.3176470588,0.3666666667,0.1228915663,0.4079365079,0.28,0.1035714286,0.0811320755,0.3520833333,0.4106382979,0.3773584906,0.0255319149,0.18,0.1733333333,0.28,0.1428571429,0.1529411765,0.4368421053,0.353968254,0.1131578947,0.356097561,0.34,0.0456140351,0.3310344828
297,0.2625,0.27,0.3722222222,0.3117647059,0.319047619,0.1240963855,0.4158730159,0.26,0.1214285714,0.0867924528,0.3375,0.3765957447,0.3811320755,0.0255319149,0.17,0.1666666667,0.24,0.1444444444,0.2,0.4421052632,0.3523809524,0.1026315789,0.356097561,0.36,0.0403508772,0.3172413793
298,0.2416666667,0.235,0.3555555556,0.2823529412,0.3380952381,0.1289156627,0.4111111111,0.22,0.1035714286,0.0905660377,0.3104166667,0.3957446809,0.3773584906,0.0212765957,0.19,0.18,0.23,0.1523809524,0.2,0.4578947368,0.3317460317,0.1052631579,0.3609756098,0.368,0.0368421053,0.3172413793
299,0.25,0.245,0.3666666667,0.2941176471,0.3380952381,0.1301204819,0.4,0.22,0.0928571429,0.0886792453,0.3,0.4063829787,0.3754716981,0.0234042553,0.19,0.18,0.21,0.1571428571,0.1941176471,0.4368421053,0.3412698413,0.1105263158,0.3902439024,0.372,0.0368421053,0.324137931
300,0.2583333333,0.255,0.3666666667,0.2941176471,0.3571428571,0.1313253012,0.3920634921,0.18,0.1107142857,0.0886792453,0.2875,0.4085106383,0.3679245283,0.0212765957,0.19,0.18,0.2,0.153968254,0.2117647059,0.4421052632,0.3253968254,0.1157894737,0.3707317073,0.384,0.0350877193,0.3275862069
301,0.2791666667,0.25,0.35,0.3,0.3476190476,0.1361445783,0.3904761905,0.18,0.1107142857,0.0886792453,0.28125,0.4127659574,0.3660377358,0.0170212766,0.18,0.1933333333,0.18,0.1603174603,0.1941176471,0.4105263158,0.3206349206,0.1263157895,0.3658536585,0.388,0.0350877193,0.3206896552
302,0.2708333333,0.285,0.3388888889,0.2941176471,0.3238095238,0.1265060241,0.3920634921,0.22,0.1142857143,0.0886792453,0.2708333333,0.4106382979,0.3698113208,0.014893617,0.18,0.2,0.16,0.1571428571,0.1882352941,0.3947368421,0.3095238095,0.1368421053,0.3756097561,0.4,0.0421052632,0.3137931034
303,0.2583333333,0.31,0.3166666667,0.2764705882,0.3238095238,0.1277108434,0.3936507937,0.24,0.1142857143,0.0811320755,0.275,0.4127659574,0.3716981132,0.0127659574,0.18,0.2066666667,0.13,0.1571428571,0.1764705882,0.3684210526,0.2984126984,0.15,0.3463414634,0.392,0.0421052632,0.3103448276
304,0.2333333333,0.34,0.3055555556,0.2588235294,0.3285714286,0.1253012048,0.4111111111,0.18,0.1035714286,0.0849056604,0.29375,0.4361702128,0.3698113208,0.014893617,0.2,0.2066666667,0.11,0.1634920635,0.1882352941,0.3631578947,0.2841269841,0.1552631579,0.3170731707,0.384,0.0421052632,0.3103448276
305,0.2375,0.335,0.3222222222,0.2352941176,0.3380952381,0.1289156627,0.4222222222,0.24,0.1,0.0811320755,0.2958333333,0.4404255319,0.3698113208,0.0170212766,0.16,0.2133333333,0.12,0.1492063492,0.1882352941,0.3684210526,0.2793650794,0.1394736842,0.3268292683,0.388,0.0456140351,0.2620689655
306,0.2333333333,0.36,0.3222222222,0.2352941176,0.3095238095,0.1192771084,0.4301587302,0.2,0.0892857143,0.0849056604,0.2916666667,0.4234042553,0.3754716981,0.0191489362,0.19,0.2,0.11,0.1380952381,0.1941176471,0.3684210526,0.2761904762,0.1394736842,0.3365853659,0.388,0.0473684211,0.2620689655
307,0.2458333333,0.37,0.3111111111,0.2176470588,0.3142857143,0.1156626506,0.4222222222,0.18,0.0785714286,0.0773584906,0.3,0.4255319149,0.3547169811,0.0170212766,0.18,0.1866666667,0.16,0.1380952381,0.1647058824,0.3684210526,0.2746031746,0.15,0.3365853659,0.384,0.0456140351,0.2689655172
308,0.2541666667,0.38,0.3055555556,0.2294117647,0.319047619,0.1084337349,0.419047619,0.18,0.0821428571,0.0716981132,0.3145833333,0.4170212766,0.358490566,0.0191489362,0.15,0.1733333333,0.14,0.1349206349,0.1941176471,0.3684210526,0.2873015873,0.1421052632,0.3146341463,0.372,0.0403508772,0.2620689655
309,0.2583333333,0.365,0.3111111111,0.2294117647,0.3285714286,0.1,0.4428571429,0.16,0.075,0.0754716981,0.3208333333,0.4127659574,0.3509433962,0.0191489362,0.14,0.16,0.15,0.1301587302,0.1941176471,0.3894736842,0.2761904762,0.1368421053,0.2853658537,0.376,0.0403508772,0.2689655172
310,0.2458333333,0.34,0.3222222222,0.2117647059,0.2904761905,0.0915662651,0.4396825397,0.16,0.0642857143,0.0716981132,0.3229166667,0.4042553191,0.358490566,0.0191489362,0.17,0.1933333333,0.22,0.1365079365,0.1882352941,0.3789473684,0.2904761905,0.1210526316,0.2951219512,0.348,0.0438596491,0.2827586207
311,0.2333333333,0.355,0.3333333333,0.2,0.3,0.0855421687,0.4428571429,0.18,0.0607142857,0.0679245283,0.3125,0.4170212766,0.3528301887,0.0191489362,0.18,0.2133333333,0.25,0.1380952381,0.2117647059,0.4052631579,0.2936507937,0.1078947368,0.3,0.332,0.0403508772,0.2862068966
